content,annotation
 Lol how many?,0
 probably just the movie itself,0
 noooooooooooooo you dont have a name,0
 Yup yup!!:P,0
 If you could be a bird  what would you choose to be?,0
 Actually  IhDontMind..GoAhead,0
 remembering. but i have some crazzyyy dreams haha,0
 its frmo south park lol,0
 yeash yew do lolss,0
 Have you ever dreamt about something more than once?,0
 oo i gotchu yeah. manee,0
 What one thing are you exceptionally good at?,0
 im 30 u,0
 very generous.,0
 What do you think about people who dip? Like chewing tabbacco,0
 im still in love with my first love.,0
 Star Trek or Star Wars?,0
 how often do you go braless?,0
 have you ever had a &quot;cub&quot; sandwich?,0
 Idk.,0
 What does shaving cream taste like?,0
 i likey.,0
 The love of my life :],0
 Dina?,0
 Why do people fear for no reason in your opinion?,0
 If you could be on the cover of any magazine  which would you choose?,0
 when timmy gets home :),0
 whare do you live? which countr i mean lol ^_^,0
 Wow... someone wants to smell your FEET???,0
 My boyfriend,0
 nope :),0
 Do you get mad when people lie to you?,0
 okay  welll the question that was asked was if i was fake  as in useing someone else pictures off the internet. and really i take that as a compliment because all the people who are ''fake'' i think look reall pretty soo stfu.,0
 Does a &apos;Marks-A-Lot&apos; marker  mark any more than a regular marker?,0
 Do you ever count your steps when you walk?,0
 hahahahha :),0
 i would probably make it so the people in my family were happy.,0
 Rice :] haha,0
 What annoys you most about living at home with your family?,0
 if its someone that,0
 If you could go only to one restaurant for the next five years  which would it be?,0
 Do you have two formsprings me? Because I&;m following a different account and it&;s still you? Haha,0
 Tell me who it is cause I really don't know?,0
 Kaylas house...,0
 .,0
 Name something you bought on your last trip to the store.,0
 omg who wrote this? and umm please dont ask that again lol hes 21 im 14 :/,0
 Good night every one ! ! Spam me and I will do the same ** kisses **,0
 Have you ever been bitten by a spider? If yes  what happened?,0
 do you think letting go means you love best?,0
 define what a bitch is haha,0
 when can i see u again?,0
 how many cartwheels can you do in a row?,0
 the cheesey kind,0
 after the viewing of said video footage who sees it next?,0
 Are you easily offended?,0
 Well idk who youu are ? So ..hha im afraid of strangerrrs.,0
 Two.,0
 Leeme&; get choo&; numbaa ;),0
 Why is it that some of us are cursed to constantly think? While on the other hand other people so rarely do so?,0
 Do you remember your dreams?,0
 yua gt dat liil &amp;&amp;H.B.M. fwum me yua needa cool iiT,0
 i dont hate her  i just dont like somethings she does  doesnt mean those jokes arnt ourss?,0
 im a lover not a fighter.,0
 Spam time :))) My questions can be a bit too much so if your not comfortable tell me to unfollow you! Thanks,0
 What&;s your ethnicity?,0
 No. Being Atheist is someone who denies the existence of God. Period. And you asked my opinion so please don't argue my opinion about something I don't personally care about anyways. If you want to be athiest  then be it. If you don't  then don't. I don't care. r Its your life.,0
 What&;s your secret?,0
 hm i don't have one,0
 Sunset :],0
 A boa knife by the bed. a in thick lead pipe under my end table and i guess anything thats around..my laptop cords to strangle or we have wood chisels that would take out an eye lol,0
 If you&;re in college or graduated from college  what is/was your major?,0
 Does it annoy you when people kiss in public?,0
 oil spill  and world peace and world hunger :] i know thats 3 but i cant choose lol,0
 Why do you think people lie?,0
 hot cheetos :D oh! and el torito salsa :D,0
 I would call it being curious   but naah(: Aree you ?,0
 My bedroom door.,0
 what do you like best about formspring?,0
 yes if i was starving. theyre filled with lots of juicy vitamins.,0
 Name 3 cheese products you like.,0
 hmmm im not sure.,0
 The last song you listened to?,0
 If u got out of a relationship 3 months ago can you still say you just got out off a relationship?,0
 What the hell.,0
 haha what?,0
 water!!!!!!!!!!!!!!!!,0
 Do you ever think humans will be satisfied?,0
 Of course I can(:,0
 profile song!!!,0
 When someone says that something&quot;just&quot;happened  what is the time period That comes to mind?,0
 I don't know what an ocean park is.. but if it counts  I've went to seaworld twice :],0
 What would you consider a serious question?,0
 what is the strongest emotion a human has?,0
 Why&;d you go to jail?,0
 Name a movie or movies you can watch over and over?,0
 Last night. Me &amp; My boyfriend went to the store and I started pickin up all kinds of things to buy and was like what the heckk did I even come here for!! :/ haha Thank goodness for my bf having his head on straight.,0
 hello :]] sup? ;p,0
 everyone judges. maybe not conciously but all humans unconciously judge even its only for a second. :] no worries i say i dont judge either. haha,0
 Longest relationship?,0
 Hell yahh(; LOl I love you too babeyyygirl<3 no matterr what,0
 Would you consider yourself to be fashionable?,0
 are you reliable?,0
 nothing. sorry im uninteresting currently haha ive beens ick,0
 to the corner of it and cry :D,0
 haha yeeee im awesome(:,0
 Justin Bieber.Duh. &amp;&amp; Russia! ;],0
 ...........999 a girl?? lol oh god why did u make me so stupid??,0
 hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,0
 Have you saved a life?,0
 yes lol,0
 more than ever,0
 Go back to sleep and hope its a dream hahahahahha,0
 Which is your favorite day of the week? why?,0
 Never.,0
 Have you ever spent an entire day in bed without being sick?,0
 Have you ever cheated during a game?,0
 who du u like,0
 Have you ever found a four leaf clover?,0
 Nopee. Its been a while actually lol,0
 Tell me something about you that most people don&apos;t know.,0
 correction.........sex..........its not rape if i enjoy it ;) lol,0
 Haha Sureee,0
 how many languages do u speak?,0
 Yes I would(:,0
 Actually i do!!! Just my whole experience with this fake a$$ friend!!</3,0
 Theodore. He always gets yelled at :),0
 What&;s your favorite kind of flower,0
 Do you own shirts with funny sayings on them? If so  which is your favorite?,0
 the way i want to lol :],0
 How many times were you on the phone to someone today?,0
 fav outdoor activity?,0
 HA! goin to georgia just to see my dad's mother! Ugh i cnt stand her bhut God bless her soul! LONG LIFE STORY! haha,0
 nigga u fresh as fuck.!,0
 helllo :),0
 buncha dream questions...hahaha r r its a mix of both real and nonrealistic..mostly weird once again.,0
 a neckalce given to me by my love(: <3333,0
 yes i think so,0
 Has anyone told you a secret this week?,0
 kkkkk i think ive got this message like 18 times already haha,0
 with candles and a few good friends and family :],0
 Starbuckks!!!!(:,0
 Who is the most annoying celebrity?,0
 If you had a ghost what would you want it to do?,0
 nice. rub it in hahaha,0
 If a book on &apos;How to achieve success?&apos; is a failure  is it a success?,0
 what would you do if someone said they hated you  to your face? :O,0
 what are the 6 impossible things before breakfast?,0
 Heyy ghurrr!!! Wuzz upp!! haha nuttin much just busyy!! hbu ma?,0
 he has actually. and i thought if we were ggoing to keep conversating you would reveal your anonymousness. you know you asked buncha ppl bout their feet..lol,0
 Who was the last person you hugged?,0
 lol i knew wat u were talking about i say that to anyone that ask lol and no =],0
 whats my birthstone?,0
 Do you listen to music every day?,0
 like twice a month,0
 I have before. but its been a while. I can do anything :),0
 What&;s on your desktop?,0
 sorry i think you left the book in the stands  get the joke right if your going to take it love :),0
 Do you really care what people think about you? If so  why?,0
 do you like adtf,0
 Put my towels back on the fckn rack! lol im 2 lazy 2 do it bhut it looks trashy when i keep it on tha floor.,0
 do you like like that &;&;jaybee alexander&;&;??,0
 Is Obama the President the we all ever wished for?,0
 You're most certainly welcome :) would it be alright if i were to send you a text message? ;D,0
 Who was your first celebrity crush?,0
 What music video would you like to appear in or would have appeared in?,0
 mhm..,0
 What do you dislike the most?,0
 ohio,0
 Aah  he seriously is! Butttt i guess thats okayy! I love him too. :) andd  yeahh; pretty muchh! no doubt about it. (:,0
 No because then u will know who this is.,0
 Seeing all the people that have passed away and just living for yourself and not the worldly pleasures like money and sex and blahhh bull crap,0
 What is your biggest accomplishment?,0
 Ey r u Cheyenne? I thought u live in Montana?????,0
 Chocolate or Vanilla?,0
 ewww i hate that stuff :P,0
 How old are you before it can be said you died of old age?,0
 Name 3 drinks you regularly drink?,0
 really its black if u see it the scientific way how interesting lol,0
 Favorite Christmas movie?,0
 Are you a leader or a follower?,0
 yes. my sis usually,0
 lol yea you are,0
 formspring.me/aleak    PLEASE!!!,0
 Have you ever made someone so mad that they broke something?,0
 a different place. utopia.,0
 People actually remembering you mentioning male attention specifially; &quot;Six flags blah blah&quot; and what not is kind of creeeeepy! And I sense major jealousy. I guess boys don&;t flirt with them? Pathetic. --Sam,0
 What can you say about Kurt Cobain? Impress me.,0
 lyrics for You Should Have Killed Me When You Had The Chance ADTR,0
 ohio  usa,0
 Do you prefer to work independently or on a team?,0
 Tell me about something you really care about?  XD,0
 How do you make holidays special?,0
 What would be the single most worst thing for you to hear?,0
 mhm,0
 Not in the shower but i do in the stand up tanning beds hahahha,0
 L O V E broccoli. cheesey broccoli hahaha,0
 Was there anything unusual about your birth?,0
 would you give a Homeless Person Money or food ??,0
 idkk... mwauuuhhh!(:,0
 thanks :) i think you would too! I just dont because im not wrapped around the hs drama anymore. therefore im not in it..so oh well.,0
 Thats a really hard question because ive gotten emails saying that highjackers are using baby car seats on the side of roads to get women to stop and see if theres a child in them and then kill them and take their car! I would kind of think the same thing. I would prolly pull over if Timothy was with me  definantly. But alone i'd have to pass and turn around..contemplating. He always tells me not to stop. cause i used to all the time,0
 What do you think of the Saw movies?,0
 hi!,0
 Elequant. Its how I do. haha Dress nicely. I don't really dress myself to get other guys attention. I like to look pretty is all,0
 What is your all time favorite comedy movie?,0
 Do you listen to christian rock?,0
 If you could know the future but not change it would you still want to know what it is?,0
 favorite color?,0
 do you think that a size 10 is fat? i&;m trying to be a size 5 by the end of the year.,0
 Do you fear or respect the law more..why do you say that?,0
 Well thank you :] you are too!,0
 not good  i don't like being teased ;),0
 dont have phone sex.....you could get hearing aids...or dont be silly wrap ur willy.,0
