Tweet,Class
@nellybridg3 Fuck the slut shaming. That has nothing to do with the fact that she know what she be doing. And cry a… https://t.co/y8BS8tlD84,Slut Shaming
"I remember someone tried to say ""why's jimin slut-shaming her?"" like this girl wasn't in the middle of wiping nut o… https://t.co/3rBty53wZ0",Slut Shaming
@Iamhavannah Just because you feel it’s valid doesn’t mean it’s true . Everyone saw the slut-shaming and 180 happen .,Slut Shaming
"Yes I love this year's big brother all these issues happen to everyone in the real life 
Mental health
Bullying
Slu… https://t.co/wGKr3LFVGO",Slut Shaming
@lavoi1 Is this slut shaming??,Slut Shaming
i hate all of the slut-shaming in the gossip girl books 💔,Slut Shaming
Not y’all sitting here trying to downplay slut-shaming and bullying . https://t.co/C0AQRzEi38,Slut Shaming
The 21 y/o y’all keep slut shaming has more sense than most of them.,Slut Shaming
"it's that false dichotomy that informs beliefs that leads to things like slut-shaming, the idea that if you're a se… https://t.co/AqhjSB77S3",Slut Shaming
"if you derive joy from bullying, slut shaming, body shaming you’re sick and you need help",Slut Shaming
@gothicbp And they went right back to the slut shaming we all knew they were go back to. Pathetic ass people.,Slut Shaming
Runaround Sue was just straight up slut shaming. 😒,Slut Shaming
It’s like I’m the only person that still has sense because Maria is clearly calling Michael a fvck boy but I like h… https://t.co/udn5F1aZnW,Slut Shaming
the slut shaming by the old women on rhop is beyond ridiculous but on brand. lame aunties be the biggest haters,Slut Shaming
@chatter_Boxxxxx Embarrassing. She’s 30+ and slut shaming,Slut Shaming
@b_nillah Smelling conversation… sitting der and justifying slut shaming ..i am so embarrassed…🤢🤢🤢🤢🤢 Godforbid !!!,Slut Shaming
Giselleand Robyn are slut and body shaming Wendy that’s it …that’s the tweet #RHOP,Slut Shaming
"Michael and Emmanuel will not go and follow their girls now o, they want to stay in the hall with Angel that is noc… https://t.co/6VIa1uFczf",Slut Shaming
slut shaming is deserved if the person avoids getting tested like the plague and/or only fucks lame mfs,Slut Shaming
not my lola slut-shaming my cat😭✋🏻✋🏻,Slut Shaming
@happine_love I don’t see in your statement. All I know is slut shaming and body shaming are all wrong.,Slut Shaming
Slut Shaming No?? https://t.co/U1KtIyk9fY,Slut Shaming
FR the babe accepted making the wrong choice. If you read till the end that is ; and then again there’s absolutely… https://t.co/MPreNpjpYj,Slut Shaming
@Stephenkofi1995 And I ask what slut shaming statement did Maria use for angel?,Slut Shaming
"@philandsophia @b_nillah i remember some sworders even dragged her during LD and were called out. 
i thought we now… https://t.co/NqpfqIhR3O",Slut Shaming
"I detest the term ""slut shaming"" so much. It's such an ironic, counterproductive term. But that's a story for another day.",Slut Shaming
"@JennyBchristian @Shibah02 See talk, slut shaming your own fellow women….I’m done here 🙄",Slut Shaming
@DONZINY You are condemning slut shaming with body shaming. Does that make sense to you sir. Drag her without shaming,Slut Shaming
They won’t say anything about Tega doing that to Michael? Even Tega herself who was agreeing with the slut-shaming?,Slut Shaming
"not grown a$s men &amp; women in my mentions asking ""was that slut shaming""

oh brother, does your stupidity not have any boundary?

#BBNaija",Slut Shaming
"Say no to slut-shaming 
Say no to age-shaming #BBNaija https://t.co/3YKzq4R4Xl",Slut Shaming
No caigan en el slut shaming!!,Slut Shaming
May we not result to slut-shaming our baby sister’s age-mate for a man that’s promising to tear another woman to pieces. 🙏🏻,Slut Shaming
You are age shaming her later you will cry they are slut shaming your fav idiot bloody Bast*rd #BBNaija https://t.co/kvlvRPDd79,Slut Shaming
"I really don’t understand how aria fans tonight. So slut-shaming is okay? Like really?
You don’t have to defend eve… https://t.co/WtUDE7z1p9",Slut Shaming
"@Alex44384142 Bad mouthing someone, call the damn, saying she deserved to be slut shaming? So this is your definiti… https://t.co/WCEGDR1Ycr",Slut Shaming
It’s the way you are condemning slut shaming by slut shaming for me. The hypocrisy here is REAL #bbnaija https://t.co/zOeOzPwqM2,Slut Shaming
"Dear Black Community, Please stop slut shaming your FUCKING 10 YEAR OLD TO 16 YEAR OLD DAUGHTER/SONS. Thank you.",Slut Shaming
NOT HIM SLUT SHAMING ME LMAO DA FAWQ,Slut Shaming
Michael not even getting dragged enough for my liking tbh. But a lot of y’all were defending Sammie after the slut-… https://t.co/oXBrnUeRLC,Slut Shaming
"@findingsum Slut shaming now “she said what she said”???
Alright!",Slut Shaming
"Lies ! Because she didn’t even say this
BeatricesId and I quote ‘ pere and someone else are forcing Emmanuel into t… https://t.co/gbgZgaHhUG",Slut Shaming
an entire culture of slut shaming is built around men resenting the fact that women have even a little bit of syste… https://t.co/UAizPYz11Q,Slut Shaming
This nigga slut shaming if you don’t get no bixches just say that 😂😂 https://t.co/X6145Z15Ct,Slut Shaming
Some of you will call the ladies out by either slut-shaming or age shaming them. Yes. Let’s end slut-shaming with m… https://t.co/LRAeaI5Y4Y,Slut Shaming
"Exactly,Jmk even called out Sammie for slut shaming her https://t.co/mGGxFb4hCb",Slut Shaming
@Aaron_zamani @Ebuka this Maria slut-shaming her fellow hm pls you need to address this!,Slut Shaming
"See Maria and Jackie B supporting Sammie for slut shaming Angel.Omo Jackie b I thought Angel is your friend,Calling… https://t.co/E4IOHQvkJq",Slut Shaming
"Omo Butterfly people 💀💀
Slut shaming like fav like fan
#BBNaija https://t.co/hZ0Kn2pagB",Slut Shaming
"@janesonsy16 @______DAMIAN There was nothing slut shaming there. Is angel not flirting with the guys?
What is wrong… https://t.co/eCfbnZV1Mw",Slut Shaming
"@amanda_akpan @Paloonzzy @celestial_beau But u are always guilty of body shaming too
U are fighting for angel Becos… https://t.co/AZepwqPCbV",Slut Shaming
"You didn't know there was ""women supporting women"" when she was slut shaming another woman",Slut Shaming
"The same ppl that was slut shaming Erica, Nengi and Wathoni are now defending someone that is touching &amp; comparing… https://t.co/3GlArexSVU",Slut Shaming
My dear I don't know the discussion or what was said cos I'm not watching. I'm seeing tweets with different opinion… https://t.co/BAhhXoGQCb,Slut Shaming
@Latoyed Kilo kan mi with fellows? Did you see me slut shaming anyone or buying data for others to do so??? 🤡,Slut Shaming
@symply_kim And why not hold the men responsible too why slut-shaming her??,Slut Shaming
"@justSammietilld I’m still not understanding you, are you saying they are right for slut shaming her???",Slut Shaming
"These people are not even exclusive and you people want to excuse it for that trash conversation, even indirectly i… https://t.co/fxlNaa5XsD",Slut Shaming
Do you know how many viewers BBN has? Do you know what that means? They excused slut-shaming and do you know how ma… https://t.co/VCGhzA9O2E,Slut Shaming
@Love59267147 They were slut shaming. The discussion is not the issue.,Slut Shaming
"Questioning her upbringing, justifying the slut-shaming from Sammie. They're so stupid.",Slut Shaming
"@Ebuka @tokstarr Good morning,
we will be needing you guys to comment on the slut shaming issue it’s getting too ex… https://t.co/VVJg2hqhiv",Slut Shaming
"@Swankyijay1 Stop justifying trash. 
Your fave(s) literally slut-shamed and justified Sammie slut-shaming Angel. At… https://t.co/UCyvGtf177",Slut Shaming
"Exactly Wat's pissing me off, am not trying to support angel or anything but y tff would u come to her face, she do… https://t.co/FCWzGKQcqH",Slut Shaming
"@O_Softrock Say that again
And when those who go all out to do those stupid sexual dares others ends up slut shaming",Slut Shaming
It’s strange how big brother does nothing about this slut-shaming in the house! #BBNajia,Slut Shaming
I hate slut shaming with all my heart.,Slut Shaming
"That’s exactly what the Men will do to her if she continue following them around chop &amp; clean mouth, and why are yo… https://t.co/bvEw40mNAl",Slut Shaming
"That’s exactly what the Men will do to her if she continue following them around chop &amp; clean mouth, and why are yo… https://t.co/bvEw40mNAl",Slut Shaming
"@ayomikuuun @LibraQueen____ Speaking in a derogatory way about a woman , you must be slut-shaming women a lot to no… https://t.co/1kyQ1Aa58p",Slut Shaming
Countering slutshaming with slut shaming? 🥴,Slut Shaming
@LibraQueen____ That’s no slut shaming but now lets talk about someone making a move on her supposed friend’s man,Slut Shaming
"@olori_xx It's how you are supporting Angel while you and your fellow Elites were slut shaming Nengi last year, hypocrisy at its best",Slut Shaming
@ojuelebgacardib Which friend? The friend that’s supporting the slut-shaming. Abeg getout anoufia,Slut Shaming
@LibraQueen____ Define slut shaming,Slut Shaming
@ghenghenghen7 U a fan of of someone that slut-shamed a fellow lady during the lockdown season..here we are discuss… https://t.co/aGcgzz6gvG,Slut Shaming
tae any guy but you were slut shaming angel,Slut Shaming
She said the exact words of a rape apologist and justified slut  shaming and Jackie b agreed . Bottom barrel behaviour #BBNaija,Slut Shaming
"@BBNENGI1 I fully understand you, but they aren’t in B yet🌚and they are all basically catching cruise with emotions… https://t.co/a2bUqOZ2DE",Slut Shaming
"@ojuelebgacardib Honestly, they are wrong for slut shaming her fr,but she doesn't help herself with the things she… https://t.co/K6Lk4EJCb9",Slut Shaming
"It’s not weird to flirt, it’s reality..She doesn’t deserve all the slut-shaming bcos of it..We applaud guys that do… https://t.co/cAlxDwyKkh",Slut Shaming
"@Henriet49514429 So your definition of “speaking her mind” is slut shaming and bringing down a woman? 

And hello?… https://t.co/xFoj4x5fIU",Slut Shaming
dpnt mind them. like they want us to list the girls nonsense. always going to be checking the size of the guys dick… https://t.co/9cTMaoR6K7,Slut Shaming
Maria and Jackie B are just bottom barrel like what was the whole conversation??? One justifying slut shaming and s… https://t.co/QBzRcA2tQh,Slut Shaming
Jackie and Maria both grown ass women slut-shaming  and age shaming a 21 year old they claim to be a child to them.… https://t.co/cAsoBrdbrm,Slut Shaming
Fave or not slut shaming is actually razz.,Slut Shaming
"@AliceVBell We had slut shaming, racists, and like two conservatives posing as multiple people a LOT to make it see… https://t.co/C7hJPHFi3X",Slut Shaming
@Ghangerian @lilianasepho Not someone I like but that gossiping is bottom barrel shit . Approving slut-shaming and… https://t.co/ig2V85ikn4,Slut Shaming
My problem with you is trying to make her out like she’s actuall my innocent in all this but I also have a problem… https://t.co/XhRuo0zM1r,Slut Shaming
Maria is talking about character flaw? Lol so she’s the one that’s perfect. I guess what she’s doing right now isn’… https://t.co/uIctLPbQmb,Slut Shaming
Maria n Jackie talkin abt all the things Angel do is not slut shaming they are just stating facts. It is actually h… https://t.co/zVWGFnV8du,Slut Shaming
@evenyeee They said a lot. Sha sha about how ‘she doesn’t want Michael. Angel can have him. He probably just wants… https://t.co/yodf3SgZ9O,Slut Shaming
That’s how that one lost her mind and started slut shaming Angel because she heard her name. Meanwhile she has spen… https://t.co/KTV2RKj6Ow,Slut Shaming
"Are we still slut shaming women in 2021 ? 

Sigh !!!!",Slut Shaming
"Even calling her names, age shaming and slut shaming for man that you claim you don't care about?!! O wrong nau!",Slut Shaming
Ebuka should really table this matter on Sunday. It’s getting too much. Slut-shaming here and there. They should sa… https://t.co/WdZtjwSP88,Slut Shaming
"Oh! Someone just said they had their bath together, still she could have said whatever she had to say without justi… https://t.co/iYYmCck5cI",Slut Shaming
@Asadimma @unprobIematicaf No wonder they were laughing the other day when he was slut shaming her,Slut Shaming
@MarianNumber Say the truth!! Maria spoke in a derogatory way about angel ..she slut-shamed her!! She said the guys… https://t.co/C74WBHsIlc,Slut Shaming
"""after one fuck he might not want to fuck again""

maria slut shaming angel because of Michael. someone that isn't e… https://t.co/xrU9KTaf8y",Slut Shaming
"I remember some of the lockdown girls being slut shamed, especially Erica. You people changed her name to something… https://t.co/6ZiSXuzKzf",Slut Shaming
"@hrh_lara Also, sort of blaming her for the Slut shaming thing and excusing Sammie cos  ""He really likes her oh..."" smh!😫",Slut Shaming
"‘She has no boundaries’ - slut-shaming in but say it in Comic sans 
💀",Slut Shaming
Jackie B is such a disappointment. For someone who had a child at 18 and faced slut-shaming because of it (which is… https://t.co/yWtNZyGR7U,Slut Shaming
@OjoEvelyn2 Good u don’t support slut shaming. Cos M does worse in dubai.. lets just shhhhhh it for now.. boundarie… https://t.co/sezwOyOEsK,Slut Shaming
"@dr_obsy It’s the slut shaming,background shaming and age shaming covered in “I’m not judging her”",Slut Shaming
what is with aveline slut shaming ppl every two seconds?? 😭 my god,Slut Shaming
Angel lacks boundaries and is def playing a game with these men but Sammie cannot be absolved of his slut shaming a… https://t.co/j9u5QQ20oj,Slut Shaming
